,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words,year
b1731,hold me,fleetwood mac,5,4,2,0,3,1,4,2,1,2,27,89,9,53,5.617977528,4.494382022,2.247191011,0,3.370786517,1.123595506,4.494382022,2.247191011,1.123595506,2.247191011,30.33707865,100,10.11235955,59.5505618,1982
b1732,eye in the sky,the alan parsons project,5,15,7,1,10,4,1,5,4,4,85,158,20,53,3.164556962,9.493670886,4.430379747,0.632911392,6.329113924,2.53164557,0.632911392,3.164556962,2.53164557,2.53164557,53.79746835,100,12.65822785,33.5443038,1982
b1733,lets groove,earth wind  fire,16,2,2,7,2,2,13,2,3,8,63,119,18,38,13.44537815,1.680672269,1.680672269,5.882352941,1.680672269,1.680672269,10.92436975,1.680672269,2.521008403,6.722689076,52.94117647,100,15.12605042,31.93277311,1982
b1734,open arms,journey,4,6,2,1,2,2,3,4,1,2,27,56,10,19,7.142857143,10.71428571,3.571428571,1.785714286,3.571428571,3.571428571,5.357142857,7.142857143,1.785714286,3.571428571,48.21428571,100,17.85714286,33.92857143,1982
b1735,leader of the band,dan fogelberg,19,9,2,8,0,2,8,8,2,8,62,137,28,47,13.86861314,6.569343066,1.459854015,5.839416058,0,1.459854015,5.839416058,5.839416058,1.459854015,5.839416058,45.25547445,100,20.4379562,34.30656934,1982
b1736,leather and lace,stevie nicks and don henley,10,14,7,8,2,8,7,12,4,5,55,118,24,39,8.474576271,11.86440678,5.93220339,6.779661017,1.694915254,6.779661017,5.93220339,10.16949153,3.389830508,4.237288136,46.61016949,100,20.33898305,33.05084746,1982
b1737,even the nights are better,air supply,16,7,4,2,3,6,15,6,1,11,84,129,23,22,12.40310078,5.426356589,3.100775194,1.550387597,2.325581395,4.651162791,11.62790698,4.651162791,0.775193798,8.527131783,65.11627907,100,17.82945736,17.05426357,1982
b1738,ive never been to me,charlene,17,10,2,9,2,2,12,6,3,9,115,183,27,41,9.289617486,5.464480874,1.092896175,4.918032787,1.092896175,1.092896175,6.557377049,3.278688525,1.639344262,4.918032787,62.84153005,100,14.75409836,22.40437158,1982
b1739,65 love affair,paul davis,18,5,3,2,1,5,14,3,0,3,122,191,23,46,9.42408377,2.617801047,1.570680628,1.047120419,0.523560209,2.617801047,7.329842932,1.570680628,0,1.570680628,63.87434555,100,12.04188482,24.08376963,1982
b1740,heat of the moment,asia,7,3,3,2,2,3,4,2,4,3,43,106,10,53,6.603773585,2.830188679,2.830188679,1.886792453,1.886792453,2.830188679,3.773584906,1.886792453,3.773584906,2.830188679,40.56603774,100,9.433962264,50,1982
b1741,take it easy on me,little river band,3,6,2,5,2,2,3,7,4,3,64,105,9,32,2.857142857,5.714285714,1.904761905,4.761904762,1.904761905,1.904761905,2.857142857,6.666666667,3.80952381,2.857142857,60.95238095,100,8.571428571,30.47619048,1982
b1742,pacman fever,buckner  garcia,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1982
b1743,that girl,stevie wonder,19,11,7,14,2,9,18,10,5,3,109,190,30,51,10,5.789473684,3.684210526,7.368421053,1.052631579,4.736842105,9.473684211,5.263157895,2.631578947,1.578947368,57.36842105,100,15.78947368,26.84210526,1982
b1744,private eyes,daryl hall  john oates,4,8,5,4,3,7,2,4,1,1,91,168,12,65,2.380952381,4.761904762,2.976190476,2.380952381,1.785714286,4.166666667,1.19047619,2.380952381,0.595238095,0.595238095,54.16666667,100,7.142857143,38.69047619,1982
b1745,trouble,lindsey buckingham,3,2,0,2,0,2,2,2,0,0,36,46,5,5,6.52173913,4.347826087,0,4.347826087,0,4.347826087,4.347826087,4.347826087,0,0,78.26086957,100,10.86956522,10.86956522,1982
b1746,making love,roberta flack,9,8,8,4,7,9,8,7,2,2,34,67,17,16,13.43283582,11.94029851,11.94029851,5.970149254,10.44776119,13.43283582,11.94029851,10.44776119,2.985074627,2.985074627,50.74626866,100,25.37313433,23.88059701,1982
b1747,loves been a little bit hard on me,juice newton,19,5,4,2,2,6,18,8,4,2,67,118,24,27,16.10169492,4.237288136,3.389830508,1.694915254,1.694915254,5.084745763,15.25423729,6.779661017,3.389830508,1.694915254,56.77966102,100,20.33898305,22.88135593,1982
b1748,young turks,rod stewart,13,8,4,21,3,8,9,2,7,5,107,199,21,71,6.532663317,4.020100503,2.010050251,10.55276382,1.507537688,4.020100503,4.522613065,1.005025126,3.51758794,2.512562814,53.76884422,100,10.55276382,35.67839196,1982
b1749,freezeframe,the j geils band,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1982
b1750,keep the fire burnin,reo speedwagon,2,5,4,0,4,16,0,5,4,2,131,169,7,31,1.183431953,2.958579882,2.366863905,0,2.366863905,9.467455621,0,2.958579882,2.366863905,1.183431953,77.5147929,100,4.142011834,18.34319527,1982
b1751,do you believe in love,huey lewis and the news,20,11,5,7,5,9,20,9,2,3,82,127,31,14,15.7480315,8.661417323,3.937007874,5.511811024,3.937007874,7.086614173,15.7480315,7.086614173,1.57480315,2.362204724,64.56692913,100,24.40944882,11.02362205,1982
b1752,cool night,paul davis,17,1,0,3,0,1,5,1,2,2,68,125,18,39,13.6,0.8,0,2.4,0,0.8,4,0.8,1.6,1.6,54.4,100,14.4,31.2,1982
b1753,caught up in you,38 special,19,10,3,7,2,8,18,7,6,11,131,193,29,33,9.844559585,5.18134715,1.554404145,3.626943005,1.03626943,4.14507772,9.32642487,3.626943005,3.10880829,5.699481865,67.87564767,100,15.02590674,17.0984456,1982
b1754,why do fools fall in love,diana ross,10,21,2,6,7,2,10,15,2,4,35,80,31,14,12.5,26.25,2.5,7.5,8.75,2.5,12.5,18.75,2.5,5,43.75,100,38.75,17.5,1982
b1755,love in the first degree,alabama,29,13,6,11,0,7,17,11,0,1,68,141,42,31,20.56737589,9.219858156,4.255319149,7.80141844,0,4.964539007,12.05673759,7.80141844,0,0.709219858,48.22695035,100,29.78723404,21.9858156,1982
b1756,hooked on classics,royal philharmonic orchestra,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100,0,0,0,0,0,0,0,0,0,0,100,100,0,1982
b1757,wasted on the way,crosby stills  nash,7,3,3,6,3,0,4,1,1,1,48,95,10,37,7.368421053,3.157894737,3.157894737,6.315789474,3.157894737,0,4.210526316,1.052631579,1.052631579,1.052631579,50.52631579,100,10.52631579,38.94736842,1982
b1758,think im in love,eddie money,14,5,3,2,2,4,9,3,2,1,41,70,19,10,20,7.142857143,4.285714286,2.857142857,2.857142857,5.714285714,12.85714286,4.285714286,2.857142857,1.428571429,58.57142857,100,27.14285714,14.28571429,1982
b1759,love is in control finger on the trigger,donna summer,14,6,5,5,0,7,13,3,5,0,109,195,20,66,7.179487179,3.076923077,2.564102564,2.564102564,0,3.58974359,6.666666667,1.538461538,2.564102564,0,55.8974359,100,10.25641026,33.84615385,1982
b1760,personally,karla bonoff,3,2,2,5,2,2,3,2,2,2,103,121,5,13,2.479338843,1.652892562,1.652892562,4.132231405,1.652892562,1.652892562,2.479338843,1.652892562,1.652892562,1.652892562,85.12396694,100,4.132231405,10.74380165,1982
b1761,one hundred ways,quincy jones featuring james ingram,16,7,2,10,1,3,15,5,4,9,54,124,23,47,12.90322581,5.64516129,1.612903226,8.064516129,0.806451613,2.419354839,12.09677419,4.032258065,3.225806452,7.258064516,43.5483871,100,18.5483871,37.90322581,1982
b1762,blue eyes,elton john,15,2,1,3,1,2,13,14,2,2,28,80,17,35,18.75,2.5,1.25,3.75,1.25,2.5,16.25,17.5,2.5,2.5,35,100,21.25,43.75,1982
b1763,our lips are sealed,the gogos,8,7,6,4,5,2,4,4,1,6,48,96,15,33,8.333333333,7.291666667,6.25,4.166666667,5.208333333,2.083333333,4.166666667,4.166666667,1.041666667,6.25,50,100,15.625,34.375,1982
b1764,you could have been with me,sheena easton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
b1765,you can do magic,america,1,5,4,1,0,6,0,1,0,3,77,125,6,42,0.8,4,3.2,0.8,0,4.8,0,0.8,0,2.4,61.6,100,4.8,33.6,1982
b1766,did it in a minute,daryl hall  john oates,7,4,2,6,0,2,4,2,2,3,68,111,11,32,6.306306306,3.603603604,1.801801802,5.405405405,0,1.801801802,3.603603604,1.801801802,1.801801802,2.702702703,61.26126126,100,9.90990991,28.82882883,1982
b1767,i ran so far away,a flock of seagulls,6,0,0,3,1,0,6,0,0,1,55,98,6,37,6.12244898,0,0,3.06122449,1.020408163,0,6.12244898,0,0,1.020408163,56.12244898,100,6.12244898,37.75510204,1982
b1768,somebodys baby,jackson browne,24,2,0,2,0,1,16,1,1,2,129,188,26,33,12.76595745,1.063829787,0,1.063829787,0,0.531914894,8.510638298,0.531914894,0.531914894,1.063829787,68.61702128,100,13.82978723,17.55319149,1982
b1769,oh no,commodores,8,9,6,1,2,8,6,7,0,1,44,71,17,10,11.26760563,12.67605634,8.450704225,1.408450704,2.816901408,11.26760563,8.450704225,9.85915493,0,1.408450704,61.97183099,100,23.94366197,14.08450704,1982
b1770,take it away,paul mccartney,1,3,0,2,0,1,0,2,0,2,84,141,4,53,0.709219858,2.127659574,0,1.418439716,0,0.709219858,0,1.418439716,0,1.418439716,59.57446809,100,2.836879433,37.58865248,1982
b1771,its gonna take a miracle,deniece williams,20,10,8,11,1,9,20,8,12,13,104,144,30,10,13.88888889,6.944444444,5.555555556,7.638888889,0.694444444,6.25,13.88888889,5.555555556,8.333333333,9.027777778,72.22222222,100,20.83333333,6.944444444,1982
b1772,love will turn you around,kenny rogers,8,5,2,7,0,4,5,4,4,2,72,126,13,41,6.349206349,3.968253968,1.587301587,5.555555556,0,3.174603175,3.968253968,3.174603175,3.174603175,1.587301587,57.14285714,100,10.31746032,32.53968254,1982
b1773,dont stop believin,journey,4,8,3,4,4,6,4,4,3,4,46,102,12,44,3.921568627,7.843137255,2.941176471,3.921568627,3.921568627,5.882352941,3.921568627,3.921568627,2.941176471,3.921568627,45.09803922,100,11.76470588,43.1372549,1982
b1774,comin in and out of your life,barbra streisand,12,4,4,9,3,4,8,4,3,8,70,120,16,34,10,3.333333333,3.333333333,7.5,2.5,3.333333333,6.666666667,3.333333333,2.5,6.666666667,58.33333333,100,13.33333333,28.33333333,1982
b1775,gloria,laura branigan,6,3,1,4,0,1,3,2,5,4,100,146,9,37,4.109589041,2.054794521,0.684931507,2.739726027,0,0.684931507,2.054794521,1.369863014,3.424657534,2.739726027,68.49315068,100,6.164383562,25.34246575,1982
b1776,empty garden hey hey johnny,elton john,16,5,1,6,1,1,14,3,4,6,113,177,21,43,9.039548023,2.824858757,0.564971751,3.389830508,0.564971751,0.564971751,7.90960452,1.694915254,2.259887006,3.389830508,63.84180791,100,11.86440678,24.29378531,1982
b1777,yesterdays songs,neil diamond,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1982
b1778,crimson and clover,joan jett  the blackhearts,4,1,1,2,1,1,4,1,2,3,13,35,5,17,11.42857143,2.857142857,2.857142857,5.714285714,2.857142857,2.857142857,11.42857143,2.857142857,5.714285714,8.571428571,37.14285714,100,14.28571429,48.57142857,1982
b1779,every little thing she does is magic,the police,7,8,4,7,2,5,6,5,4,2,114,187,15,58,3.743315508,4.278074866,2.139037433,3.743315508,1.069518717,2.673796791,3.20855615,2.673796791,2.139037433,1.069518717,60.96256684,100,8.021390374,31.01604278,1982
b1780,here i am,air supply,6,3,2,8,1,2,4,2,2,3,50,78,9,19,7.692307692,3.846153846,2.564102564,10.25641026,1.282051282,2.564102564,5.128205128,2.564102564,2.564102564,3.846153846,64.1025641,100,11.53846154,24.35897436,1982
b1781,i keep forgettin every time youre near,michael mcdonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
b1782,get down on it,kool  the gang,27,8,0,2,0,8,21,8,2,12,219,320,35,66,8.4375,2.5,0,0.625,0,2.5,6.5625,2.5,0.625,3.75,68.4375,100,10.9375,20.625,1982
b1783,any day now,ronnie milsap,10,8,3,7,2,3,8,6,4,1,37,83,18,28,12.04819277,9.638554217,3.614457831,8.43373494,2.409638554,3.614457831,9.638554217,7.228915663,4.819277108,1.204819277,44.57831325,100,21.68674699,33.73493976,1982
b1784,make a move on me,olivia newtonjohn,12,10,1,13,0,4,7,4,0,0,74,130,22,34,9.230769231,7.692307692,0.769230769,10,0,3.076923077,5.384615385,3.076923077,0,0,56.92307692,100,16.92307692,26.15384615,1982
b1785,take my heart you can have it if you want it,kool  the gang,35,4,0,9,3,4,31,5,1,12,110,189,39,40,18.51851852,2.116402116,0,4.761904762,1.587301587,2.116402116,16.4021164,2.645502646,0.529100529,6.349206349,58.2010582,100,20.63492063,21.16402116,1982
b1786,mirror mirror,diana ross,8,11,3,8,0,3,5,9,1,3,65,144,19,60,5.555555556,7.638888889,2.083333333,5.555555556,0,2.083333333,3.472222222,6.25,0.694444444,2.083333333,45.13888889,100,13.19444444,41.66666667,1982
b1787,vacation,the gogos,11,8,0,17,0,0,11,0,0,0,65,99,19,15,11.11111111,8.080808081,0,17.17171717,0,0,11.11111111,0,0,0,65.65656566,100,19.19191919,15.15151515,1982
b1788,oh pretty woman,van halen,18,5,2,17,2,2,16,5,4,16,51,102,23,28,17.64705882,4.901960784,1.960784314,16.66666667,1.960784314,1.960784314,15.68627451,4.901960784,3.921568627,15.68627451,50,100,22.54901961,27.45098039,1982
b1789,should i do it,the pointer sisters,4,12,5,1,1,9,4,12,0,0,65,105,16,24,3.80952381,11.42857143,4.761904762,0.952380952,0.952380952,8.571428571,3.80952381,11.42857143,0,0,61.9047619,100,15.23809524,22.85714286,1982
b1790,hot in the city,billy idol,5,11,19,5,2,6,4,5,3,1,51,122,16,55,4.098360656,9.016393443,15.57377049,4.098360656,1.639344262,4.918032787,3.278688525,4.098360656,2.459016393,0.819672131,41.80327869,100,13.1147541,45.08196721,1982
b1791,kids in america,kim wilde,13,9,4,8,5,6,11,7,5,6,139,204,22,43,6.37254902,4.411764706,1.960784314,3.921568627,2.450980392,2.941176471,5.392156863,3.431372549,2.450980392,2.941176471,68.1372549,100,10.78431373,21.07843137,1982
b1792,man on your mind,little river band,15,15,6,12,5,9,9,6,6,11,98,171,30,43,8.771929825,8.771929825,3.50877193,7.01754386,2.923976608,5.263157895,5.263157895,3.50877193,3.50877193,6.432748538,57.30994152,100,17.54385965,25.14619883,1982
b1793,whats forever for,michael murphey,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1982
b1794,waiting on a friend,the rolling stones,23,3,1,1,1,1,16,2,2,16,40,95,26,29,24.21052632,3.157894737,1.052631579,1.052631579,1.052631579,1.052631579,16.84210526,2.105263158,2.105263158,16.84210526,42.10526316,100,27.36842105,30.52631579,1982
b1795,do i do,stevie wonder,112,7,5,48,4,4,80,3,30,20,156,379,119,104,29.55145119,1.846965699,1.319261214,12.66490765,1.055408971,1.055408971,21.10817942,0.791556728,7.915567282,5.277044855,41.16094987,100,31.39841689,27.44063325,1982
b1796,working for the weekend,loverboy,8,4,0,10,0,6,6,6,4,6,76,112,12,24,7.142857143,3.571428571,0,8.928571429,0,5.357142857,5.357142857,5.357142857,3.571428571,5.357142857,67.85714286,100,10.71428571,21.42857143,1982
b1797,goin down,greg guidry,5,7,2,4,4,5,4,4,1,3,45,70,12,13,7.142857143,10,2.857142857,5.714285714,5.714285714,7.142857143,5.714285714,5.714285714,1.428571429,4.285714286,64.28571429,100,17.14285714,18.57142857,1982
b1798,arthurs theme best that you can do,christopher cross,4,10,4,4,1,5,3,9,1,1,78,125,14,33,3.2,8,3.2,3.2,0.8,4,2.4,7.2,0.8,0.8,62.4,100,11.2,26.4,1982
b1799,through the years,kenny rogers,11,6,3,5,3,5,9,4,1,10,84,134,17,33,8.208955224,4.47761194,2.23880597,3.731343284,2.23880597,3.731343284,6.71641791,2.985074627,0.746268657,7.462686567,62.68656716,100,12.68656716,24.62686567,1982
b1800,edge of seventeen just like the white winged dove,stevie nicks,45,4,2,24,0,4,38,5,2,26,149,271,49,73,16.60516605,1.47601476,0.73800738,8.856088561,0,1.47601476,14.02214022,1.84501845,0.73800738,9.594095941,54.98154982,100,18.08118081,26.93726937,1982
b1801,every breath you take,the police,16,22,13,6,13,13,11,17,12,14,99,219,38,82,7.305936073,10.0456621,5.936073059,2.739726027,5.936073059,5.936073059,5.02283105,7.762557078,5.479452055,6.392694064,45.20547945,100,17.35159817,37.44292237,1983
b1802,billie jean,michael jackson,25,5,3,15,2,0,21,2,3,17,114,199,30,55,12.56281407,2.512562814,1.507537688,7.537688442,1.005025126,0,10.55276382,1.005025126,1.507537688,8.542713568,57.28643216,100,15.07537688,27.63819095,1983
b1803,flashdance what a feeling,irene cara,26,9,9,19,8,10,21,11,8,17,50,113,35,28,23.00884956,7.96460177,7.96460177,16.81415929,7.079646018,8.849557522,18.5840708,9.734513274,7.079646018,15.04424779,44.24778761,100,30.97345133,24.77876106,1983
b1804,down under,men at work,20,9,6,7,6,7,7,6,6,8,87,157,29,41,12.7388535,5.732484076,3.821656051,4.458598726,3.821656051,4.458598726,4.458598726,3.821656051,3.821656051,5.095541401,55.41401274,100,18.47133758,26.11464968,1983
b1805,beat it,michael jackson,3,26,9,2,1,9,1,9,1,4,102,198,29,67,1.515151515,13.13131313,4.545454545,1.01010101,0.505050505,4.545454545,0.505050505,4.545454545,0.505050505,2.02020202,51.51515152,100,14.64646465,33.83838384,1983
b1806,total eclipse of the heart,bonnie tyler,7,14,1,13,1,2,5,12,0,0,137,228,21,70,3.070175439,6.140350877,0.438596491,5.701754386,0.438596491,0.877192982,2.192982456,5.263157895,0,0,60.0877193,100,9.210526316,30.70175439,1983
b1807,maneater,daryl hall  john oates,4,20,11,16,8,24,4,9,11,2,124,187,24,39,2.139037433,10.69518717,5.882352941,8.556149733,4.278074866,12.8342246,2.139037433,4.812834225,5.882352941,1.069518717,66.31016043,100,12.8342246,20.85561497,1983
b1808,baby come to me,patti austin and james ingram,18,2,1,4,1,2,16,2,2,5,68,118,20,30,15.25423729,1.694915254,0.847457627,3.389830508,0.847457627,1.694915254,13.55932203,1.694915254,1.694915254,4.237288136,57.62711864,100,16.94915254,25.42372881,1983
b1809,maniac,michael sembello,2,21,19,3,1,21,0,3,2,2,91,161,23,47,1.242236025,13.04347826,11.80124224,1.863354037,0.621118012,13.04347826,0,1.863354037,1.242236025,1.242236025,56.52173913,100,14.28571429,29.19254658,1983
b1810,sweet dreams are made of this,eurythmics,7,8,8,1,2,2,1,2,1,1,57,101,15,29,6.930693069,7.920792079,7.920792079,0.99009901,1.98019802,1.98019802,0.99009901,1.98019802,0.99009901,0.99009901,56.43564356,100,14.85148515,28.71287129,1983
b1811,do you really want to hurt me,culture club,10,21,12,7,2,11,8,16,4,3,64,122,31,27,8.196721311,17.21311475,9.836065574,5.737704918,1.639344262,9.016393443,6.557377049,13.1147541,3.278688525,2.459016393,52.45901639,100,25.40983607,22.13114754,1983
b1812,you and i,eddie rabbitt and crystal gayle,18,0,0,8,0,0,16,0,6,11,31,59,18,10,30.50847458,0,0,13.55932203,0,0,27.11864407,0,10.16949153,18.6440678,52.54237288,100,30.50847458,16.94915254,1983
b1813,come on eileen,dexys midnight runners,23,24,2,8,15,5,5,5,1,13,135,215,47,33,10.69767442,11.1627907,0.930232558,3.720930233,6.976744186,2.325581395,2.325581395,2.325581395,0.465116279,6.046511628,62.79069767,100,21.86046512,15.34883721,1983
b1814,shame on the moon,bob seger  the silver bullet band,4,11,5,3,7,8,3,6,1,3,51,102,15,36,3.921568627,10.78431373,4.901960784,2.941176471,6.862745098,7.843137255,2.941176471,5.882352941,0.980392157,2.941176471,50,100,14.70588235,35.29411765,1983
b1815,she works hard for the money,donna summer,47,13,34,36,11,13,34,13,33,35,82,172,60,30,27.3255814,7.558139535,19.76744186,20.93023256,6.395348837,7.558139535,19.76744186,7.558139535,19.18604651,20.34883721,47.6744186,100,34.88372093,17.44186047,1983
b1816,never gonna let you go,sergio mendes,12,9,6,12,2,7,3,8,1,8,133,204,21,50,5.882352941,4.411764706,2.941176471,5.882352941,0.980392157,3.431372549,1.470588235,3.921568627,0.490196078,3.921568627,65.19607843,100,10.29411765,24.50980392,1983
b1817,hungry like the wolf,duran duran,7,28,10,14,11,5,7,10,9,11,68,169,35,66,4.142011834,16.56804734,5.917159763,8.284023669,6.50887574,2.958579882,4.142011834,5.917159763,5.325443787,6.50887574,40.23668639,100,20.71005917,39.05325444,1983
b1818,lets dance,david bowie,36,9,4,0,2,10,32,7,2,31,77,163,45,41,22.08588957,5.521472393,2.45398773,0,1.226993865,6.134969325,19.63190184,4.294478528,1.226993865,19.01840491,47.2392638,100,27.60736196,25.15337423,1983
b1819,twilight zone,golden earring,7,28,23,9,2,6,7,4,1,7,130,247,35,82,2.834008097,11.33603239,9.311740891,3.643724696,0.809716599,2.429149798,2.834008097,1.619433198,0.4048583,2.834008097,52.63157895,100,14.17004049,33.19838057,1983
b1820,i know theres something going on,frida,6,4,2,17,1,1,6,2,2,5,104,133,10,19,4.511278195,3.007518797,1.503759398,12.78195489,0.751879699,0.751879699,4.511278195,1.503759398,1.503759398,3.759398496,78.19548872,100,7.518796992,14.28571429,1983
b1821,jeopardy,the greg kihn band,8,5,5,4,3,7,7,3,2,4,36,56,13,7,14.28571429,8.928571429,8.928571429,7.142857143,5.357142857,12.5,12.5,5.357142857,3.571428571,7.142857143,64.28571429,100,23.21428571,12.5,1983
b1822,electric avenue,eddy grant,37,5,5,2,4,3,19,3,17,4,95,177,42,40,20.9039548,2.824858757,2.824858757,1.129943503,2.259887006,1.694915254,10.73446328,1.694915254,9.604519774,2.259887006,53.67231638,100,23.72881356,22.59887006,1983
b1823,she blinded me with science,thomas dolby,13,14,3,7,1,0,12,0,3,10,39,107,27,41,12.14953271,13.08411215,2.803738318,6.542056075,0.934579439,0,11.21495327,0,2.803738318,9.345794393,36.44859813,100,25.23364486,38.31775701,1983
b1824,africa,toto,14,8,1,20,2,2,12,5,2,12,97,174,22,55,8.045977011,4.597701149,0.574712644,11.49425287,1.149425287,1.149425287,6.896551724,2.873563218,1.149425287,6.896551724,55.74712644,100,12.64367816,31.6091954,1983
