,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML150,elusive butterfly,bob lind,2,9,1,3,0,5,1,3,4,0,0,110,11,99,1.8181818181818181,8.181818181818182,0.9090909090909091,2.727272727272727,0.0,4.545454545454546,0.9090909090909091,2.727272727272727,3.6363636363636362,0.0,0.0,100.0,10.0,0
ML151,i am a rock,simon  garfunkel,19,5,3,3,2,7,8,7,2,9,0,78,24,54,24.358974358974358,6.410256410256411,3.8461538461538463,3.8461538461538463,2.5641025641025643,8.974358974358974,10.256410256410257,8.974358974358974,2.5641025641025643,11.538461538461538,0.0,100.0,30.76923076923077,0
ML152,crying time,ray charles,8,8,0,15,0,1,8,8,3,5,0,86,16,70,9.30232558139535,9.30232558139535,0.0,17.441860465116278,0.0,1.1627906976744187,9.30232558139535,9.30232558139535,3.488372093023256,5.813953488372093,0.0,100.0,18.6046511627907,0
ML153,secret agent man,johnny rivers,4,5,1,5,1,4,2,2,2,7,0,116,9,107,3.4482758620689653,4.310344827586207,0.8620689655172413,4.310344827586207,0.8620689655172413,3.4482758620689653,1.7241379310344827,1.7241379310344827,1.7241379310344827,6.0344827586206895,0.0,100.0,7.758620689655173,0
ML154,the sound of silence,simon  garfunkel,9,14,6,7,3,6,4,3,1,6,0,118,23,95,7.627118644067797,11.864406779661017,5.084745762711864,5.932203389830509,2.542372881355932,5.084745762711864,3.389830508474576,2.542372881355932,0.847457627118644,5.084745762711864,0.0,100.0,19.491525423728813,0
ML155,lady godiva,peter and gordon,9,2,0,8,0,1,5,2,0,6,0,104,11,93,8.653846153846153,1.9230769230769231,0.0,7.6923076923076925,0.0,0.9615384615384616,4.8076923076923075,1.9230769230769231,0.0,5.769230769230769,0.0,100.0,10.576923076923077,0
ML156,homeward bound,simon  garfunkel,12,17,7,4,5,5,11,12,1,4,0,105,29,76,11.428571428571429,16.19047619047619,6.666666666666667,3.8095238095238093,4.761904761904762,4.761904761904762,10.476190476190476,11.428571428571429,0.9523809523809523,3.8095238095238093,0.0,100.0,27.61904761904762,0
ML157,did you ever have to make up your mind,the lovin spoonful,8,3,3,5,3,2,6,3,6,6,0,84,11,73,9.523809523809524,3.5714285714285716,3.5714285714285716,5.9523809523809526,3.5714285714285716,2.380952380952381,7.142857142857143,3.5714285714285716,7.142857142857143,7.142857142857143,0.0,100.0,13.095238095238095,0
ML158,barefootin,robert parker,2,4,2,3,1,1,2,2,1,2,0,91,6,85,2.197802197802198,4.395604395604396,2.197802197802198,3.2967032967032965,1.098901098901099,1.098901098901099,2.197802197802198,2.197802197802198,1.098901098901099,2.197802197802198,0.0,100.0,6.593406593406593,0
ML159,uptight everythings alright,stevie wonder,20,1,3,6,1,1,18,1,5,8,0,147,21,126,13.605442176870747,0.6802721088435374,2.0408163265306123,4.081632653061225,0.6802721088435374,0.6802721088435374,12.244897959183673,0.6802721088435374,3.401360544217687,5.442176870748299,0.0,100.0,14.285714285714286,0
ML160,bang bang my baby shot me down,cher,6,40,38,4,28,34,6,36,30,6,0,95,46,49,6.315789473684211,42.10526315789474,40.0,4.2105263157894735,29.473684210526315,35.78947368421053,6.315789473684211,37.89473684210526,31.57894736842105,6.315789473684211,0.0,100.0,48.421052631578945,0
ML161,sloop john b,the beach boys,5,23,3,0,7,12,0,12,2,5,0,165,28,137,3.0303030303030303,13.93939393939394,1.8181818181818181,0.0,4.242424242424242,7.2727272727272725,0.0,7.2727272727272725,1.2121212121212122,3.0303030303030303,0.0,100.0,16.96969696969697,0
ML162,19th nervous breakdown,the rolling stones,9,20,6,7,6,9,8,9,1,9,0,160,29,131,5.625,12.5,3.75,4.375,3.75,5.625,5.0,5.625,0.625,5.625,0.0,100.0,18.125,0
ML163,wipe out,the surfaris,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
ML164,psychotic reaction,count five,6,4,3,0,2,3,4,3,2,1,0,59,10,49,10.169491525423728,6.779661016949152,5.084745762711864,0.0,3.389830508474576,5.084745762711864,6.779661016949152,5.084745762711864,3.389830508474576,1.694915254237288,0.0,100.0,16.949152542372882,0
ML165,beauty is only skin deep,the temptations,24,6,3,7,2,3,22,2,2,9,0,140,30,110,17.142857142857142,4.285714285714286,2.142857142857143,5.0,1.4285714285714286,2.142857142857143,15.714285714285714,1.4285714285714286,1.4285714285714286,6.428571428571429,0.0,100.0,21.428571428571427,0
ML167,just like me,paul revere  the raiders,6,9,4,2,6,4,6,7,4,2,0,66,15,51,9.090909090909092,13.636363636363637,6.0606060606060606,3.0303030303030303,9.090909090909092,6.0606060606060606,9.090909090909092,10.606060606060606,6.0606060606060606,3.0303030303030303,0.0,100.0,22.727272727272727,0
ML168,love makes the world go round,deon jackson,21,4,1,8,4,1,18,2,3,8,0,89,25,64,23.59550561797753,4.49438202247191,1.1235955056179776,8.98876404494382,4.49438202247191,1.1235955056179776,20.224719101123597,2.247191011235955,3.3707865168539324,8.98876404494382,0.0,100.0,28.089887640449437,0
ML169,the pied piper,crispian st peters,2,3,2,0,2,3,1,3,0,5,0,72,5,67,2.7777777777777777,4.166666666666667,2.7777777777777777,0.0,2.7777777777777777,4.166666666666667,1.3888888888888888,4.166666666666667,0.0,6.944444444444445,0.0,100.0,6.944444444444445,0
ML170,coming on strong,brenda lee,2,9,2,13,2,6,2,8,1,0,0,73,11,62,2.73972602739726,12.32876712328767,2.73972602739726,17.80821917808219,2.73972602739726,8.219178082191782,2.73972602739726,10.95890410958904,1.36986301369863,0.0,0.0,100.0,15.068493150684931,0
ML171,somewhere my love,ray conniff singers,13,0,0,7,0,2,12,1,4,7,0,50,13,37,26.0,0.0,0.0,14.0,0.0,4.0,24.0,2.0,8.0,14.0,0.0,100.0,26.0,0
ML172,almost persuaded,david houston,4,4,0,1,0,0,3,3,1,2,0,54,8,46,7.407407407407407,7.407407407407407,0.0,1.8518518518518519,0.0,0.0,5.555555555555555,5.555555555555555,1.8518518518518519,3.7037037037037037,0.0,100.0,14.814814814814815,0
ML173,if i were a carpenter,bobby darin,9,4,1,4,1,6,9,3,3,5,0,65,13,52,13.846153846153847,6.153846153846154,1.5384615384615385,6.153846153846154,1.5384615384615385,9.23076923076923,13.846153846153847,4.615384615384615,4.615384615384615,7.6923076923076925,0.0,100.0,20.0,0
ML174,dont mess with bill,the marvelettes,2,21,2,5,20,2,0,3,0,2,0,138,23,115,1.4492753623188406,15.217391304347826,1.4492753623188406,3.6231884057971016,14.492753623188406,1.4492753623188406,0.0,2.1739130434782608,0.0,1.4492753623188406,0.0,100.0,16.666666666666668,0
ML175,cherry cherry,neil diamond,17,0,0,5,0,0,9,1,2,2,0,118,17,101,14.40677966101695,0.0,0.0,4.237288135593221,0.0,0.0,7.627118644067797,0.847457627118644,1.694915254237288,1.694915254237288,0.0,100.0,14.40677966101695,0
ML176,working in the coal mine,lee dorsey,30,22,0,6,4,12,2,12,0,4,0,190,52,138,15.789473684210526,11.578947368421053,0.0,3.1578947368421053,2.1052631578947367,6.315789473684211,1.0526315789473684,6.315789473684211,0.0,2.1052631578947367,0.0,100.0,27.36842105263158,0
ML177,message to michael,dionne warwick,5,1,0,3,0,0,2,1,1,1,0,102,6,96,4.901960784313726,0.9803921568627451,0.0,2.9411764705882355,0.0,0.0,1.9607843137254901,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.0,100.0,5.882352941176471,0
ML178,love is a hurtin thing,lou rawls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML179,barbara ann,the beach boys,2,2,2,2,0,1,2,3,2,2,0,72,4,68,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,0.0,1.3888888888888888,2.7777777777777777,4.166666666666667,2.7777777777777777,2.7777777777777777,0.0,100.0,5.555555555555555,0
ML180,gloria,shadows of knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML181,my world is empty without you,the supremes,6,5,2,1,0,5,4,4,0,2,0,96,11,85,6.25,5.208333333333333,2.0833333333333335,1.0416666666666667,0.0,5.208333333333333,4.166666666666667,4.166666666666667,0.0,2.0833333333333335,0.0,100.0,11.458333333333334,0
ML182,rainy day women 12  35,bob dylan,6,27,20,5,0,2,4,1,5,2,0,140,33,107,4.285714285714286,19.285714285714285,14.285714285714286,3.5714285714285716,0.0,1.4285714285714286,2.857142857142857,0.7142857142857143,3.5714285714285716,1.4285714285714286,0.0,100.0,23.571428571428573,0
ML183,guantanamera,the sandpipers,0,0,0,0,0,0,0,0,0,0,0,79,0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
ML184,land of 1000 dances,wilson pickett,3,1,2,7,0,2,2,0,4,3,0,94,4,90,3.1914893617021276,1.0638297872340425,2.127659574468085,7.446808510638298,0.0,2.127659574468085,2.127659574468085,0.0,4.25531914893617,3.1914893617021276,0.0,100.0,4.25531914893617,0
ML185,oh how happy,the shades of blue,22,2,0,18,0,1,21,0,0,16,0,76,24,52,28.94736842105263,2.6315789473684212,0.0,23.68421052631579,0.0,1.3157894736842106,27.63157894736842,0.0,0.0,21.05263157894737,0.0,100.0,31.57894736842105,0
ML186,woman,peter and gordon,5,3,1,2,1,1,5,3,1,0,0,69,8,61,7.246376811594203,4.3478260869565215,1.4492753623188406,2.898550724637681,1.4492753623188406,1.4492753623188406,7.246376811594203,4.3478260869565215,1.4492753623188406,0.0,0.0,100.0,11.594202898550725,0
